pedestrians,towards_manhattan,towards_brooklyn,date,weather,events
3,2,1,2018-03-13,partly-cloudy-night,nan
126,59,67,2018-04-18,clear-night,nan
912,400,512,2018-02-05,clear-day,nan
2847,1304,1543,2018-04-05,partly-cloudy-day,nan
1580,668,912,2018-04-08,partly-cloudy-day,nan
80,28,52,2018-03-07,partly-cloudy-day,nan
7,2,5,2018-02-08,partly-cloudy-night,nan
8,4,4,2018-04-12,partly-cloudy-night,nan
299,116,183,2018-02-12,partly-cloudy-day,nan
1515,798,717,2018-03-22,clear-day,nan
973,366,607,2018-03-17,clear-day,St. Patrick's Day
2707,1282,1425,2018-03-24,clear-day,nan
5,0,5,2018-02-21,partly-cloudy-night,nan
2901,1297,1604,2018-05-20,clear-day,nan
923,370,553,2018-04-15,wind,nan
182,73,109,2018-04-20,clear-night,nan
10,7,3,2018-06-11,cloudy,nan
9,5,4,2018-06-04,cloudy,nan
343,149,194,2018-06-07,partly-cloudy-night,nan
1720,860,860,2018-05-29,clear-day,nan
1,0,1,2018-03-19,clear-night,nan
1874,977,897,2018-05-29,clear-day,nan
1390,536,854,2018-04-17,partly-cloudy-day,Tax Day
870,395,475,2018-04-30,partly-cloudy-day,nan
1762,814,948,2018-06-07,cloudy,nan
1,0,1,2018-02-18,partly-cloudy-night,nan
785,364,421,2018-02-23,partly-cloudy-day,nan
346,228,118,2018-02-28,clear-night,nan
9,5,4,2018-04-03,clear-night,nan
131,94,37,2018-03-01,partly-cloudy-night,nan
1788,780,1008,2018-06-05,partly-cloudy-day,nan
1361,777,584,2018-04-24,clear-day,nan
162,99,63,2018-06-02,clear-night,nan
16,11,5,2018-03-30,partly-cloudy-night,nan
22,8,14,2018-03-02,rain,nan
2063,885,1178,2018-06-03,partly-cloudy-day,nan
61,59,2,2018-02-11,partly-cloudy-night,nan
268,147,121,2018-02-25,cloudy,nan
247,129,118,2018-06-10,cloudy,nan
205,171,34,2018-02-06,clear-night,nan
1869,905,964,2018-05-10,partly-cloudy-day,nan
374,197,177,2018-03-13,rain,nan
2324,1183,1141,2018-05-23,clear-day,nan
280,143,137,2018-03-12,partly-cloudy-night,nan
1543,767,776,2018-03-28,partly-cloudy-day,nan
185,106,79,2018-03-18,clear-day,nan
1083,619,464,2018-04-13,clear-day,nan
797,435,362,2018-06-04,cloudy,nan
1061,473,588,2018-06-04,partly-cloudy-day,nan
511,230,281,2018-04-26,clear-night,nan
1283,634,649,2018-05-17,partly-cloudy-day,nan
48,29,19,2018-03-12,clear-night,nan
23,13,10,2018-05-31,partly-cloudy-night,nan
109,65,44,2018-04-05,clear-night,nan
137,46,91,2018-04-29,clear-night,nan
458,172,286,2018-06-06,cloudy,nan
964,520,444,2018-02-15,partly-cloudy-day,nan
1320,751,569,2018-02-24,clear-day,nan
1173,626,547,2018-02-14,partly-cloudy-day,Valentine's Day
2689,1119,1570,2018-04-22,clear-day,nan
1975,982,993,2018-05-18,partly-cloudy-day,nan
2,1,1,2018-03-03,partly-cloudy-night,nan
1976,904,1072,2018-05-25,clear-day,nan
58,32,26,2018-04-25,cloudy,nan
374,185,189,2018-03-31,clear-night,nan
2964,1064,1900,2018-04-14,clear-day,nan
75,53,22,2018-02-23,rain,nan
6,1,5,2018-05-14,cloudy,nan
2,1,1,2018-03-22,partly-cloudy-night,nan
48,28,20,2018-05-19,rain,nan
20,16,4,2018-05-03,clear-night,nan
480,233,247,2018-04-06,partly-cloudy-night,nan
177,81,96,2018-05-01,partly-cloudy-night,nan
4,1,3,2018-02-09,partly-cloudy-night,nan
2099,1167,932,2018-06-02,clear-day,nan
10,7,3,2018-03-26,clear-night,nan
80,38,42,2018-04-27,partly-cloudy-night,nan
4,3,1,2018-02-20,cloudy,nan
20,10,10,2018-02-28,clear-night,nan
328,179,149,2018-03-15,partly-cloudy-night,nan
10,7,3,2018-04-16,rain,nan
1177,554,623,2018-02-27,clear-day,nan
183,85,98,2018-06-05,clear-day,nan
910,585,325,2018-05-28,partly-cloudy-day,Memorial Day
867,461,406,2018-04-10,partly-cloudy-day,nan
1104,553,551,2018-02-08,partly-cloudy-day,nan
138,65,73,2018-04-27,cloudy,nan
7,5,2,2018-02-25,partly-cloudy-night,nan
1112,481,631,2018-02-13,clear-day,nan
1745,854,891,2018-06-04,partly-cloudy-day,nan
757,246,511,2018-06-02,partly-cloudy-night,nan
9,4,5,2018-03-05,partly-cloudy-night,nan
2410,980,1430,2018-04-21,clear-day,nan
572,292,280,2018-06-08,clear-day,nan
50,39,11,2018-03-25,clear-night,nan
1884,879,1005,2018-05-02,clear-day,nan
8,5,3,2018-04-01,clear-night,Easter Sunday
1984,1119,865,2018-04-22,clear-day,nan
501,289,212,2018-04-25,cloudy,nan
60,31,29,2018-05-12,partly-cloudy-day,nan
1738,911,827,2018-03-17,clear-day,St. Patrick's Day
398,189,209,2018-04-22,clear-night,nan
1275,681,594,2018-03-05,cloudy,nan
1152,570,582,2018-03-14,partly-cloudy-day,nan
132,75,57,2018-02-26,clear-night,nan
2035,1068,967,2018-05-07,partly-cloudy-day,nan
106,53,53,2018-03-01,clear-night,nan
496,282,214,2018-05-13,cloudy,Mother's Day
885,467,418,2018-02-25,cloudy,nan
133,73,60,2018-04-14,cloudy,nan
215,86,129,2018-04-04,clear-night,nan
534,194,340,2018-05-08,clear-day,nan
82,36,46,2018-04-09,clear-night,nan
1456,546,910,2018-05-24,clear-day,nan
85,57,28,2018-05-12,cloudy,nan
1089,544,545,2018-03-08,snow,nan
118,46,72,2018-04-20,partly-cloudy-night,nan
1431,679,752,2018-03-27,clear-day,nan
2,1,1,2018-03-14,partly-cloudy-night,nan
7,3,4,2018-05-08,clear-night,nan
2,0,2,2018-02-14,partly-cloudy-night,Valentine's Day
105,78,27,2018-03-23,partly-cloudy-night,nan
363,133,230,2018-05-30,cloudy,nan
493,204,289,2018-06-09,clear-night,nan
105,42,63,2018-04-06,partly-cloudy-day,nan
755,366,389,2018-05-19,cloudy,nan
297,153,144,2018-02-09,clear-day,nan
3,1,2,2018-05-07,clear-night,nan
2032,945,1087,2018-03-26,clear-day,nan
166,78,88,2018-05-03,partly-cloudy-night,nan
2,0,2,2018-03-19,clear-night,nan
28,13,15,2018-04-03,cloudy,nan
25,19,6,2018-05-12,partly-cloudy-night,nan
1838,896,942,2018-06-06,cloudy,nan
1064,510,554,2018-05-13,rain,Mother's Day
1385,654,731,2018-04-11,partly-cloudy-day,nan
904,486,418,2018-03-30,partly-cloudy-day,nan
354,177,177,2018-02-20,cloudy,nan
717,391,326,2018-06-12,clear-day,nan
9,3,6,2018-03-12,clear-night,nan
1375,649,726,2018-05-08,clear-day,nan
1770,885,885,2018-04-06,partly-cloudy-day,nan
4,2,2,2018-05-26,clear-night,nan
1052,497,555,2018-04-23,clear-day,nan
606,189,417,2018-05-02,clear-day,nan
2509,1184,1325,2018-05-26,clear-day,nan
1288,650,638,2018-05-31,cloudy,nan
184,69,115,2018-04-18,cloudy,nan
447,244,203,2018-06-01,rain,nan
308,172,136,2018-04-21,clear-day,nan
3,0,3,2018-03-09,partly-cloudy-night,nan
20,10,10,2018-06-06,partly-cloudy-night,nan
7,2,5,2018-03-23,clear-night,nan
2276,1155,1121,2018-06-11,clear-day,nan
78,46,32,2018-04-29,partly-cloudy-day,nan
12,9,3,2018-03-30,partly-cloudy-night,nan
158,80,78,2018-05-24,clear-night,nan
230,83,147,2018-04-12,partly-cloudy-day,nan
3756,1848,1908,2018-04-14,clear-day,nan
939,414,525,2018-05-17,clear-day,nan
153,63,90,2018-04-01,partly-cloudy-day,Easter Sunday
907,399,508,2018-03-01,clear-day,nan
75,34,41,2018-03-29,partly-cloudy-night,nan
4,1,3,2018-03-06,clear-night,nan
1081,444,637,2018-05-28,cloudy,Memorial Day
9,2,7,2018-03-17,clear-night,St. Patrick's Day
167,117,50,2018-03-10,partly-cloudy-night,nan
2591,1236,1355,2018-06-09,clear-day,nan
349,193,156,2018-04-03,fog,nan
3,0,3,2018-05-24,clear-night,nan
795,427,368,2018-04-17,partly-cloudy-day,Tax Day
0,0,0,2018-03-17,clear-night,St. Patrick's Day
1442,753,689,2018-02-26,clear-day,nan
338,155,183,2018-05-06,cloudy,nan
1594,860,734,2018-05-10,partly-cloudy-day,nan
2033,868,1165,2018-05-06,cloudy,nan
7,5,2,2018-05-11,partly-cloudy-night,nan
1634,669,965,2018-05-15,clear-day,nan
168,92,76,2018-02-18,clear-day,nan
2054,953,1101,2018-04-07,partly-cloudy-day,nan
167,60,107,2018-04-01,clear-night,Easter Sunday
363,187,176,2018-03-14,clear-day,nan
1747,903,844,2018-05-03,clear-day,nan
4,2,2,2018-03-08,clear-night,nan
50,15,35,2018-04-15,partly-cloudy-day,nan
3,2,1,2018-06-04,rain,nan
386,190,196,2018-04-14,clear-day,nan
76,23,53,2018-06-03,partly-cloudy-night,nan
2108,1128,980,2018-05-11,clear-day,nan
808,407,401,2018-02-06,partly-cloudy-day,nan
858,341,517,2018-05-09,clear-night,nan
52,14,38,2018-04-25,rain,nan
185,102,83,2018-05-05,clear-night,Cinco de Mayo
232,89,143,2018-05-16,partly-cloudy-day,nan
1126,545,581,2018-05-22,partly-cloudy-day,nan
964,408,556,2018-02-17,partly-cloudy-day,nan
38,11,27,2018-03-21,partly-cloudy-night,nan
2473,1016,1457,2018-05-21,clear-day,nan
3,2,1,2018-02-06,clear-night,nan
202,106,96,2018-04-08,clear-night,nan
1550,631,919,2018-04-07,partly-cloudy-day,nan
1216,528,688,2018-03-16,partly-cloudy-day,nan
66,29,37,2018-03-22,clear-night,nan
481,325,156,2018-02-15,clear-night,nan
392,216,176,2018-02-11,rain,nan
7,5,2,2018-03-04,partly-cloudy-night,nan
1242,539,703,2018-02-19,partly-cloudy-day,Presidents' Day (regional holiday)
2488,1035,1453,2018-06-02,partly-cloudy-day,nan
231,106,125,2018-02-21,cloudy,nan
14,10,4,2018-06-02,clear-night,nan
387,185,202,2018-04-13,clear-night,nan
391,284,107,2018-02-12,clear-night,nan
3149,1462,1687,2018-04-29,partly-cloudy-day,nan
1487,810,677,2018-04-18,clear-day,nan
128,28,100,2018-02-07,partly-cloudy-day,nan
1183,536,647,2018-04-30,partly-cloudy-day,nan
254,181,73,2018-02-09,clear-night,nan
488,285,203,2018-03-03,clear-day,nan
1284,591,693,2018-06-08,partly-cloudy-day,nan
226,98,128,2018-04-23,clear-day,nan
1250,580,670,2018-02-21,clear-night,nan
2094,1042,1052,2018-05-24,clear-day,nan
4,3,1,2018-02-12,partly-cloudy-night,nan
113,45,68,2018-05-17,rain,nan
93,84,9,2018-02-10,rain,nan
11,6,5,2018-06-10,partly-cloudy-night,nan
292,140,152,2018-03-28,partly-cloudy-night,nan
44,24,20,2018-05-31,partly-cloudy-night,nan
193,114,79,2018-04-21,clear-night,nan
1342,643,699,2018-04-09,partly-cloudy-day,nan
1264,680,584,2018-05-04,clear-day,nan
89,47,42,2018-03-07,partly-cloudy-day,nan
553,313,240,2018-02-22,partly-cloudy-day,nan
256,125,131,2018-03-09,clear-night,nan
1370,613,757,2018-03-09,partly-cloudy-day,nan
266,114,152,2018-05-21,clear-day,nan
511,277,234,2018-05-16,rain,nan
4,2,2,2018-02-06,clear-night,nan
1598,725,873,2018-03-18,clear-day,nan
21,11,10,2018-04-10,clear-night,nan
213,101,112,2018-06-07,partly-cloudy-day,nan
2956,1239,1717,2018-05-05,clear-day,Cinco de Mayo
229,95,134,2018-05-10,partly-cloudy-day,nan
125,99,26,2018-05-15,rain,nan
86,40,46,2018-05-18,clear-night,nan
2094,1004,1090,2018-06-07,partly-cloudy-day,nan
1835,615,1220,2018-04-29,partly-cloudy-day,nan
322,161,161,2018-02-05,partly-cloudy-day,nan
2039,959,1080,2018-04-23,clear-day,nan
4,1,3,2018-02-08,clear-night,nan
32,16,16,2018-03-19,clear-night,nan
153,133,20,2018-06-08,clear-night,nan
3,0,3,2018-04-08,clear-night,nan
46,27,19,2018-04-16,rain,nan
1907,1188,719,2018-05-02,clear-day,nan
641,335,306,2018-05-15,partly-cloudy-day,nan
6,4,2,2018-05-19,cloudy,nan
12,7,5,2018-06-01,fog,nan
1233,651,582,2018-02-28,clear-day,nan
1900,806,1094,2018-06-01,partly-cloudy-day,nan
8,4,4,2018-02-17,clear-night,nan
151,146,5,2018-02-10,clear-night,nan
169,83,86,2018-02-07,snow,nan
0,0,0,2018-03-15,partly-cloudy-night,nan
574,326,248,2018-02-20,clear-night,nan
325,232,93,2018-02-14,clear-night,Valentine's Day
149,64,85,2018-02-15,partly-cloudy-day,nan
648,261,387,2018-06-06,cloudy,nan
45,15,30,2018-05-16,partly-cloudy-night,nan
2,1,1,2018-05-01,partly-cloudy-night,nan
7,4,3,2018-02-23,cloudy,nan
157,64,93,2018-02-26,clear-day,nan
997,679,318,2018-05-26,clear-day,nan
4,1,3,2018-04-20,clear-night,nan
1221,579,642,2018-02-13,clear-day,nan
200,130,70,2018-03-04,partly-cloudy-night,nan
126,67,59,2018-03-30,clear-night,nan
2498,1132,1366,2018-05-18,partly-cloudy-day,nan
6,5,1,2018-04-06,clear-night,nan
1153,654,499,2018-03-15,partly-cloudy-day,nan
3,3,0,2018-05-13,cloudy,Mother's Day
4210,2062,2148,2018-03-31,clear-day,nan
2244,1045,1199,2018-05-07,clear-day,nan
628,329,299,2018-05-23,partly-cloudy-day,nan
2,0,2,2018-05-02,clear-night,nan
2,0,2,2018-04-17,partly-cloudy-night,Tax Day
1899,1015,884,2018-03-26,clear-day,nan
19,7,12,2018-03-21,snow,nan
99,90,9,2018-02-24,partly-cloudy-night,nan
1946,965,981,2018-05-14,cloudy,nan
14,6,8,2018-05-06,partly-cloudy-night,nan
1978,962,1016,2018-05-27,cloudy,nan
40,17,23,2018-05-07,partly-cloudy-night,nan
1941,830,1111,2018-03-27,clear-day,nan
107,85,22,2018-04-13,clear-night,nan
151,89,62,2018-03-08,partly-cloudy-night,nan
252,115,137,2018-02-16,partly-cloudy-day,nan
39,18,21,2018-02-21,partly-cloudy-night,nan
6,0,6,2018-04-09,clear-night,nan
1202,444,758,2018-03-14,clear-day,nan
19,11,8,2018-04-15,cloudy,nan
143,61,82,2018-06-05,clear-night,nan
857,512,345,2018-05-04,partly-cloudy-day,nan
506,180,326,2018-05-03,clear-day,nan
1712,793,919,2018-03-11,clear-day,Daylight Saving Time starts
1208,556,652,2018-03-05,partly-cloudy-day,nan
90,46,44,2018-05-08,clear-night,nan
1624,781,843,2018-02-19,clear-day,Presidents' Day (regional holiday)
39,27,12,2018-04-24,partly-cloudy-night,nan
2797,1251,1546,2018-05-11,clear-day,nan
188,96,92,2018-04-30,partly-cloudy-night,nan
3989,2185,1804,2018-03-31,clear-day,nan
1467,753,714,2018-05-12,partly-cloudy-day,nan
14,8,6,2018-05-30,clear-night,nan
82,52,30,2018-02-27,clear-night,nan
77,50,27,2018-05-19,cloudy,nan
11,4,7,2018-04-06,partly-cloudy-night,nan
3,2,1,2018-04-06,clear-night,nan
1670,853,817,2018-06-06,partly-cloudy-day,nan
490,201,289,2018-05-25,clear-day,nan
6,5,1,2018-04-29,partly-cloudy-night,nan
549,286,263,2018-05-31,cloudy,nan
448,235,213,2018-02-27,clear-day,nan
2,0,2,2018-04-30,clear-night,nan
987,423,564,2018-02-08,clear-day,nan
717,305,412,2018-03-20,partly-cloudy-day,nan
190,129,61,2018-03-06,partly-cloudy-night,nan
27,8,19,2018-02-13,partly-cloudy-night,nan
1057,667,390,2018-03-25,partly-cloudy-day,nan
236,107,129,2018-04-13,clear-day,nan
89,62,27,2018-05-16,cloudy,nan
952,351,601,2018-03-10,clear-day,nan
22,14,8,2018-02-17,clear-night,nan
1517,679,838,2018-03-23,clear-day,nan
462,230,232,2018-04-25,rain,nan
2414,1150,1264,2018-04-29,partly-cloudy-day,nan
219,111,108,2018-05-05,clear-day,Cinco de Mayo
12,3,9,2018-06-07,cloudy,nan
2223,1008,1215,2018-05-04,partly-cloudy-day,nan
1752,848,904,2018-05-08,clear-day,nan
7,3,4,2018-05-10,cloudy,nan
72,56,16,2018-03-24,clear-night,nan
68,33,35,2018-02-11,rain,nan
109,49,60,2018-05-14,partly-cloudy-night,nan
2145,924,1221,2018-02-17,clear-day,nan
2,1,1,2018-04-02,partly-cloudy-night,nan
1834,836,998,2018-03-18,clear-day,nan
516,201,315,2018-05-11,clear-day,nan
16,9,7,2018-03-02,partly-cloudy-night,nan
2822,1736,1086,2018-04-14,clear-day,nan
1722,765,957,2018-05-03,clear-day,nan
385,213,172,2018-03-08,clear-day,nan
2,1,1,2018-04-09,clear-night,nan
91,78,13,2018-04-19,clear-night,nan
353,179,174,2018-05-11,partly-cloudy-night,nan
360,117,243,2018-05-20,clear-night,nan
1081,567,514,2018-05-27,cloudy,nan
692,319,373,2018-02-23,cloudy,nan
3,0,3,2018-02-18,partly-cloudy-night,nan
73,31,42,2018-04-17,partly-cloudy-night,Tax Day
445,222,223,2018-03-30,partly-cloudy-day,nan
619,322,297,2018-04-11,partly-cloudy-day,nan
1253,595,658,2018-04-27,partly-cloudy-day,nan
997,565,432,2018-05-15,clear-day,nan
5,4,1,2018-04-15,rain,nan
1006,401,605,2018-05-05,clear-night,Cinco de Mayo
2433,1187,1246,2018-05-21,clear-day,nan
46,19,27,2018-05-10,partly-cloudy-night,nan
10,5,5,2018-02-23,cloudy,nan
969,368,601,2018-03-11,clear-day,Daylight Saving Time starts
11,6,5,2018-02-22,cloudy,nan
780,374,406,2018-02-06,partly-cloudy-day,nan
147,72,75,2018-03-17,clear-day,St. Patrick's Day
546,276,270,2018-06-09,clear-day,nan
386,170,216,2018-05-29,cloudy,nan
1496,697,799,2018-03-16,partly-cloudy-day,nan
1030,510,520,2018-03-22,clear-day,nan
11,6,5,2018-02-12,partly-cloudy-night,nan
275,157,118,2018-03-11,clear-night,Daylight Saving Time starts
82,73,9,2018-02-15,partly-cloudy-night,nan
1159,501,658,2018-05-23,clear-day,nan
2,0,2,2018-02-11,rain,nan
48,28,20,2018-03-28,partly-cloudy-night,nan
13,8,5,2018-05-09,clear-night,nan
128,58,70,2018-02-06,partly-cloudy-night,nan
828,386,442,2018-04-10,partly-cloudy-day,nan
0,0,0,2018-04-04,fog,nan
1,0,1,2018-02-07,clear-night,nan
1913,1096,817,2018-04-13,clear-day,nan
5,3,2,2018-03-11,partly-cloudy-night,Daylight Saving Time starts
3,1,2,2018-05-21,clear-night,nan
944,590,354,2018-04-12,clear-day,nan
544,238,306,2018-04-03,rain,nan
2006,835,1171,2018-05-24,clear-day,nan
59,27,32,2018-06-08,partly-cloudy-night,nan
164,113,51,2018-02-21,cloudy,nan
37,23,14,2018-04-24,clear-night,nan
413,189,224,2018-06-02,clear-day,nan
33,11,22,2018-05-30,clear-night,nan
1535,687,848,2018-03-12,partly-cloudy-day,nan
33,9,24,2018-02-12,clear-night,nan
2636,1029,1607,2018-04-29,partly-cloudy-day,nan
366,212,154,2018-03-31,clear-day,nan
1972,703,1269,2018-04-28,clear-day,nan
1688,800,888,2018-04-09,clear-day,nan
1729,857,872,2018-02-12,clear-day,nan
74,34,40,2018-02-05,clear-night,nan
229,107,122,2018-03-24,partly-cloudy-night,nan
199,63,136,2018-04-15,cloudy,nan
440,214,226,2018-02-22,partly-cloudy-day,nan
25,5,20,2018-03-29,cloudy,nan
36,26,10,2018-03-09,clear-night,nan
2180,1028,1152,2018-05-01,clear-day,nan
0,0,0,2018-03-13,partly-cloudy-night,nan
53,29,24,2018-04-19,rain,nan
464,260,204,2018-02-16,clear-day,nan
485,257,228,2018-05-31,partly-cloudy-day,nan
0,0,0,2018-03-13,partly-cloudy-night,nan
2092,898,1194,2018-04-07,partly-cloudy-day,nan
1661,746,915,2018-02-20,clear-day,nan
0,0,0,2018-03-02,rain,nan
46,29,17,2018-03-07,sleet,nan
1089,551,538,2018-02-28,clear-day,nan
982,324,658,2018-05-25,clear-night,nan
1897,737,1160,2018-06-10,cloudy,nan
300,190,110,2018-02-17,partly-cloudy-night,nan
200,103,97,2018-04-05,clear-night,nan
1797,845,952,2018-04-23,clear-day,nan
349,256,93,2018-02-13,clear-night,nan
1937,899,1038,2018-05-30,clear-day,nan
1855,933,922,2018-06-01,clear-day,nan
2526,1417,1109,2018-02-18,rain,nan
1010,489,521,2018-02-09,clear-day,nan
81,79,2,2018-02-15,partly-cloudy-night,nan
4,3,1,2018-02-15,partly-cloudy-night,nan
2,0,2,2018-02-05,clear-night,nan
111,47,64,2018-02-17,clear-day,nan
1968,1102,866,2018-05-07,partly-cloudy-day,nan
105,47,58,2018-02-10,partly-cloudy-night,nan
130,70,60,2018-03-15,clear-night,nan
1143,636,507,2018-03-10,clear-day,nan
82,65,17,2018-04-28,rain,nan
576,268,308,2018-02-10,partly-cloudy-day,nan
418,188,230,2018-04-02,clear-night,nan
1826,696,1130,2018-03-31,clear-day,nan
48,30,18,2018-02-19,clear-night,Presidents' Day (regional holiday)
3028,1207,1821,2018-04-21,clear-day,nan
164,91,73,2018-04-08,clear-day,nan
11,9,2,2018-04-15,cloudy,nan
92,43,49,2018-05-13,partly-cloudy-day,Mother's Day
7,1,6,2018-05-07,partly-cloudy-night,nan
4,3,1,2018-02-26,partly-cloudy-night,nan
14,6,8,2018-02-16,partly-cloudy-night,nan
53,39,14,2018-02-19,fog,Presidents' Day (regional holiday)
181,65,116,2018-02-08,clear-day,nan
1852,844,1008,2018-03-10,cloudy,nan
2,0,2,2018-02-13,clear-night,nan
1677,830,847,2018-05-30,cloudy,nan
69,30,39,2018-02-23,partly-cloudy-night,nan
3092,1499,1593,2018-04-01,partly-cloudy-day,Easter Sunday
644,338,306,2018-04-16,rain,nan
359,163,196,2018-05-02,clear-day,nan
13,9,4,2018-05-23,rain,nan
4,3,1,2018-04-11,clear-night,nan
2970,1301,1669,2018-05-28,cloudy,Memorial Day
284,142,142,2018-03-25,partly-cloudy-night,nan
785,404,381,2018-03-14,clear-day,nan
241,143,98,2018-02-24,cloudy,nan
1029,486,543,2018-04-04,clear-day,nan
11,5,6,2018-03-09,partly-cloudy-night,nan
357,237,120,2018-05-16,rain,nan
10,8,2,2018-03-21,cloudy,nan
2310,1045,1265,2018-04-20,clear-day,nan
1439,628,811,2018-03-04,partly-cloudy-day,nan
2397,1104,1293,2018-05-14,partly-cloudy-day,nan
10,6,4,2018-03-20,clear-night,nan
1318,720,598,2018-06-08,clear-day,nan
911,400,511,2018-03-30,partly-cloudy-day,nan
178,70,108,2018-04-17,partly-cloudy-day,Tax Day
2131,1090,1041,2018-02-21,clear-day,nan
120,53,67,2018-03-26,clear-night,nan
1177,639,538,2018-06-06,cloudy,nan
7,2,5,2018-05-03,clear-night,nan
38,24,14,2018-05-16,cloudy,nan
8,4,4,2018-05-29,partly-cloudy-night,nan
474,204,270,2018-04-24,partly-cloudy-night,nan
240,98,142,2018-06-11,partly-cloudy-day,nan
2073,1065,1008,2018-03-11,clear-day,Daylight Saving Time starts
2156,1035,1121,2018-05-08,clear-day,nan
18,13,5,2018-03-17,clear-night,St. Patrick's Day
1665,786,879,2018-03-03,clear-day,nan
1973,906,1067,2018-06-01,partly-cloudy-day,nan
985,571,414,2018-04-07,partly-cloudy-day,nan
11,6,5,2018-05-25,clear-night,nan
28,16,12,2018-02-27,clear-night,nan
77,42,35,2018-03-21,snow,nan
8,4,4,2018-05-01,partly-cloudy-night,nan
3,2,1,2018-03-06,clear-night,nan
3,1,2,2018-03-07,partly-cloudy-night,nan
805,397,408,2018-05-13,cloudy,Mother's Day
24,14,10,2018-05-27,rain,nan
1931,889,1042,2018-03-25,partly-cloudy-day,nan
235,95,140,2018-06-11,clear-night,nan
267,125,142,2018-03-16,clear-night,nan
92,42,50,2018-04-30,partly-cloudy-night,nan
3,3,0,2018-04-02,cloudy,nan
63,37,26,2018-05-02,clear-night,nan
5,3,2,2018-04-13,clear-night,nan
19,14,5,2018-02-08,clear-night,nan
3020,1528,1492,2018-05-26,clear-day,nan
50,30,20,2018-06-01,cloudy,nan
4,4,0,2018-03-10,clear-night,nan
170,118,52,2018-02-16,clear-night,nan
41,14,27,2018-03-13,partly-cloudy-night,nan
2049,1025,1024,2018-04-18,clear-day,nan
142,73,69,2018-05-22,clear-day,nan
1445,691,754,2018-03-15,partly-cloudy-day,nan
192,60,132,2018-02-22,partly-cloudy-day,nan
1163,463,700,2018-03-22,clear-day,nan
2035,995,1040,2018-04-26,clear-day,nan
1559,745,814,2018-02-21,clear-day,nan
8,2,6,2018-03-03,partly-cloudy-night,nan
6,5,1,2018-05-14,cloudy,nan
35,11,24,2018-03-12,clear-night,nan
105,54,51,2018-03-07,partly-cloudy-day,nan
8,7,1,2018-03-07,sleet,nan
1682,824,858,2018-03-28,partly-cloudy-day,nan
116,49,67,2018-05-20,partly-cloudy-day,nan
1324,787,537,2018-05-09,clear-day,nan
3,0,3,2018-03-18,clear-night,nan
2050,893,1157,2018-05-04,clear-day,nan
149,86,63,2018-05-06,partly-cloudy-night,nan
12,10,2,2018-06-02,clear-night,nan
97,57,40,2018-04-02,snow,nan
1233,542,691,2018-05-29,clear-day,nan
648,345,303,2018-02-24,clear-day,nan
82,40,42,2018-04-22,clear-night,nan
2157,1336,821,2018-04-28,partly-cloudy-day,nan
148,61,87,2018-02-18,clear-night,nan
12,7,5,2018-03-24,partly-cloudy-night,nan
5,4,1,2018-06-11,partly-cloudy-night,nan
6,4,2,2018-04-22,clear-night,nan
1801,775,1026,2018-03-29,cloudy,nan
2075,1028,1047,2018-06-08,partly-cloudy-day,nan
55,23,32,2018-05-17,rain,nan
207,147,60,2018-03-29,fog,nan
