weather,temperature,precipitation
partly-cloudy-day,38,0
cloudy,74,0
clear-night,67,0
cloudy,55,0
cloudy,63,0
clear-night,39,0
clear-day,33,0
cloudy,52,0
clear-night,33,0
clear-night,30,0
clear-day,35,0
clear-day,59,0
partly-cloudy-night,73,0
clear-night,62,0
clear-night,63,0
partly-cloudy-day,72,0
clear-night,72,0
clear-night,65,0
clear-day,80,0
partly-cloudy-night,55,0
clear-day,60,0
clear-day,74,0
partly-cloudy-day,72,0
partly-cloudy-day,75,0
partly-cloudy-day,86,0
partly-cloudy-day,82,0
clear-night,29,0
clear-day,78,0
partly-cloudy-day,71,0
partly-cloudy-day,81,0
clear-day,65,0
partly-cloudy-night,42,0
cloudy,55,0
rain,78,0.036
cloudy,38,0
partly-cloudy-day,86,0
cloudy,47,0
cloudy,34,0
clear-night,28,0
cloudy,75,0
clear-day,67,0
rain,66,0.0965
cloudy,60,0
clear-night,64,0
clear-day,30,0
clear-night,56,0
clear-day,54,0
partly-cloudy-night,52,0
clear-day,72,0
clear-day,44,0.0012
cloudy,48,0
clear-day,34,0
cloudy,40,0
rain,36,0.0983
partly-cloudy-night,70,0
partly-cloudy-day,77,0
partly-cloudy-day,85,0
clear-day,30,0
cloudy,40,0
partly-cloudy-night,48,0
partly-cloudy-day,65,0
partly-cloudy-day,72,0
partly-cloudy-night,70,0
rain,40,0.0105
partly-cloudy-night,74,0.0028
clear-day,38,0
cloudy,69,0
clear-day,22,0
cloudy,47,0
partly-cloudy-night,32,0
rain,44,0.0803
clear-night,35,0
partly-cloudy-night,58,0
clear-night,55,0
rain,42,0.0107
partly-cloudy-day,68,0
cloudy,43,0
partly-cloudy-day,38,0
clear-night,62,0
cloudy,41,0
rain,53,0.0792
partly-cloudy-night,67,0
cloudy,56,0
cloudy,39,0
clear-night,34,0
clear-day,73,0
snow,33,0.0235
partly-cloudy-day,67,0
cloudy,65,0.0206
partly-cloudy-day,73,0.002
clear-day,79,0
cloudy,77,0.002
partly-cloudy-day,47,0
clear-day,59,0
clear-night,61,0
clear-night,43,0
clear-night,67,0
clear-day,58,0
partly-cloudy-day,28,0
clear-day,69,0
clear-night,61,0
clear-night,38,0
rain,71,0.0129
cloudy,36,0
partly-cloudy-night,70,0.0151
cloudy,49,0.0053
clear-day,73,0
cloudy,62,0
cloudy,72,0
clear-day,74,0
partly-cloudy-night,71,0
partly-cloudy-day,87,0
partly-cloudy-day,87,0
partly-cloudy-day,83,0
partly-cloudy-day,36,0
clear-day,36,0
clear-night,63,0
clear-night,42,0
clear-day,78,0
cloudy,43,0
partly-cloudy-night,25,0
cloudy,41,0
partly-cloudy-day,77,0
clear-night,73,0
partly-cloudy-night,43,0
clear-day,63,0
partly-cloudy-day,81,0
cloudy,34,0
rain,54,0.0159
partly-cloudy-day,73,0
clear-night,58,0
partly-cloudy-day,78,0
clear-night,45,0
partly-cloudy-day,83,0
clear-day,38,0
partly-cloudy-day,83,0
cloudy,51,0
partly-cloudy-night,73,0
partly-cloudy-night,45,0
partly-cloudy-day,59,0
cloudy,34,0
clear-night,36,0
partly-cloudy-day,85,0
cloudy,36,0
clear-night,36,0
cloudy,48,0
clear-day,47,0
partly-cloudy-night,63,0
cloudy,57,0
cloudy,53,0
cloudy,56,0.0035
clear-night,68,0
rain,40,0.0032
partly-cloudy-day,74,0
clear-day,86,0
partly-cloudy-night,83,0
clear-night,41,0
clear-night,67,0
clear-day,78,0
rain,54,0.0266
partly-cloudy-night,72,0
cloudy,41,0
clear-night,23,0
cloudy,38,0
cloudy,70,0
cloudy,35,0
partly-cloudy-night,75,0
cloudy,74,0
cloudy,69,0
clear-day,25,0
partly-cloudy-night,42,0
cloudy,46,0
clear-night,23,0
partly-cloudy-day,86,0
partly-cloudy-day,79,0
partly-cloudy-day,72,0
clear-night,27,0
partly-cloudy-day,29,0
clear-night,31,0
cloudy,62,0
clear-day,54,0
partly-cloudy-day,74,0
cloudy,32,0
cloudy,48,0.0034
cloudy,54,0.00030
partly-cloudy-night,30,0
clear-night,78,0
clear-night,81,0
clear-night,15,0
clear-night,70,0
partly-cloudy-day,53,0
partly-cloudy-night,29,0
clear-day,81,0
partly-cloudy-night,74,0
cloudy,41,0
partly-cloudy-day,65,0
rain,59,0.0033
cloudy,53,0
cloudy,58,0
cloudy,30,0
partly-cloudy-day,46,0
clear-day,39,0
rain,44,0.0194
partly-cloudy-day,57,0
clear-day,89,0
cloudy,52,0
clear-day,30,0
partly-cloudy-day,87,0
partly-cloudy-day,69,0
cloudy,64,0
clear-night,50,0
clear-night,60,0
partly-cloudy-day,72,0
rain,40,0.0422
clear-day,87,0
partly-cloudy-day,73,0
partly-cloudy-day,70,0
cloudy,42,0.0056
clear-day,25,0
cloudy,61,0
partly-cloudy-day,22,0
clear-night,34,0
clear-day,67,0
clear-night,39,0
clear-day,80,0
clear-night,73,0
clear-night,52,0
clear-night,74,0
partly-cloudy-day,72,0
cloudy,33,0
partly-cloudy-day,68,0
partly-cloudy-night,47,0
partly-cloudy-day,78,0
clear-day,72,0
clear-day,70,0
cloudy,32,0
rain,49,0.0385
cloudy,72,0
clear-day,46,0
cloudy,70,0
clear-night,43,0
clear-day,34,0
partly-cloudy-night,78,0
clear-night,75,0
partly-cloudy-day,73,0
partly-cloudy-day,43,0
rain,38,0.0791
cloudy,43,0.00060
clear-day,72,0
clear-day,67,0
partly-cloudy-day,88,0
cloudy,29,0
rain,59,0.0815
partly-cloudy-day,59,0
partly-cloudy-day,84,0
cloudy,36,0
clear-night,58,0
clear-day,43,0
partly-cloudy-day,78,0
cloudy,34,0
partly-cloudy-day,42,0
rain,54,0.0473
partly-cloudy-night,22,0
clear-day,84,0
clear-day,41,0.00050
partly-cloudy-night,33,0
clear-day,46,0
rain,47,0.0164
partly-cloudy-night,79,0
partly-cloudy-night,72,0
clear-day,27,0
partly-cloudy-day,76,0
partly-cloudy-day,90,0
clear-day,77,0
cloudy,58,0.0028
clear-night,74,0
cloudy,65,0.0067
clear-night,68,0
clear-night,32,0
rain,38,0.0302
partly-cloudy-day,79,0
clear-night,40,0
partly-cloudy-night,76,0
clear-night,36,0
clear-night,38,0
cloudy,39,0
partly-cloudy-night,69,0
clear-night,55,0
cloudy,63,0
partly-cloudy-night,50,0
cloudy,75,0.006
partly-cloudy-day,68,0
partly-cloudy-day,85,0
rain,52,0.0016
partly-cloudy-day,73,0
partly-cloudy-night,70,0
partly-cloudy-day,56,0
cloudy,41,0
cloudy,45,0
cloudy,69,0
partly-cloudy-day,61,0
clear-day,60,0
cloudy,53,0
rain,53,0.0031
clear-day,53,0
clear-night,38,0
rain,72,0.0385
partly-cloudy-night,38,0
clear-day,47,0
clear-night,24,0
cloudy,35,0.0028
clear-night,72,0
clear-day,37,0
partly-cloudy-night,80,0
partly-cloudy-day,83,0
clear-night,75,0
clear-night,59,0
cloudy,72,0
clear-day,54,0
partly-cloudy-day,72,0
partly-cloudy-day,88,0
partly-cloudy-night,39,0
clear-night,24,0
rain,40,0.0254
fog,58,0
rain,75,0.001
clear-night,35,0
clear-night,71,0
cloudy,54,0.0014
clear-day,32,0
partly-cloudy-night,49,0
partly-cloudy-day,69,0
partly-cloudy-day,83,0
cloudy,62,0
clear-day,67,0
clear-day,87,0
clear-night,47,0
cloudy,60,0
cloudy,61,0.0083
cloudy,50,0
clear-day,46,0
partly-cloudy-day,73,0
cloudy,39,0
clear-night,66,0
clear-day,64,0
partly-cloudy-day,72,0
partly-cloudy-night,34,0
partly-cloudy-day,84,0
snow,33,0.0771
clear-night,64,0
cloudy,54,0
clear-day,85,0
partly-cloudy-night,63,0
partly-cloudy-night,71,0
clear-night,47,0
clear-day,79,0
clear-night,31,0
partly-cloudy-day,74,0
cloudy,35,0
partly-cloudy-day,71,0
partly-cloudy-night,18,0
partly-cloudy-day,46,0
partly-cloudy-night,63,0
clear-night,49,0
partly-cloudy-day,67,0
cloudy,64,0
cloudy,37,0
partly-cloudy-day,9,0
partly-cloudy-night,31,0
partly-cloudy-night,75,0
cloudy,62,0
clear-night,29,0
partly-cloudy-night,38,0
clear-day,77,0
clear-day,52,0
clear-night,27,0
partly-cloudy-night,68,0
clear-day,43,0
rain,61,0.0323
partly-cloudy-night,68,0
partly-cloudy-night,59,0
rain,40,0.1116
clear-day,77,0
partly-cloudy-day,16,0
clear-day,42,0
clear-day,55,0
clear-night,27,0
partly-cloudy-day,64,0
clear-day,78,0
clear-night,69,0
partly-cloudy-day,58,0
partly-cloudy-night,56,0
rain,32,0.0025
partly-cloudy-night,79,0
clear-day,38,0
clear-night,35,0
clear-day,41,0
clear-night,44,0
cloudy,46,0
clear-day,69,0
clear-day,71,0
partly-cloudy-night,72,0
partly-cloudy-night,31,0
clear-night,78,0
rain,62,0.055
partly-cloudy-day,69,0
partly-cloudy-night,72,0
partly-cloudy-day,73,0.0013
clear-night,53,0
partly-cloudy-day,86,0
cloudy,56,0
partly-cloudy-night,55,0
partly-cloudy-night,74,0
cloudy,69,0
partly-cloudy-day,38,0
rain,68,0.0105
cloudy,40,0.0025
rain,53,0.1331
cloudy,32,0.0024
partly-cloudy-night,53,0
clear-night,43,0.0018
cloudy,72,0
cloudy,57,0
cloudy,47,0
partly-cloudy-day,36,0
clear-day,86,0
clear-day,65,0
partly-cloudy-night,68,0
clear-night,85,0
partly-cloudy-day,81,0
clear-day,83,0
rain,50,0.0024
cloudy,25,0
rain,52,0.111
partly-cloudy-day,35,0
cloudy,58,0.0026
rain,33,0.0159
partly-cloudy-night,65,0
rain,47,0.0166
cloudy,81,0
rain,75,0.08
partly-cloudy-night,37,0
clear-day,59,0
cloudy,58,0.0124
cloudy,59,0
partly-cloudy-day,36,0.00020
clear-night,49,0
partly-cloudy-night,39,0
cloudy,54,0
clear-day,48,0
clear-night,37,0
clear-night,75,0
partly-cloudy-day,21,0
clear-day,39,0
clear-night,66,0
rain,66,0.0748
partly-cloudy-night,76,0
partly-cloudy-night,44,0
cloudy,38,0
partly-cloudy-night,46,0
clear-night,42,0
cloudy,81,0
clear-night,41,0
clear-day,71,0
clear-night,63,0
partly-cloudy-day,92,0
cloudy,45,0.0072
clear-night,43,0
partly-cloudy-day,59,0
partly-cloudy-night,69,0
partly-cloudy-night,72,0
clear-night,52,0
partly-cloudy-night,31,0
clear-night,67,0
cloudy,61,0.003
clear-night,48,0
partly-cloudy-night,30,0
clear-night,38,0
partly-cloudy-day,41,0
partly-cloudy-night,38,0
clear-night,70,0
clear-night,61,0
partly-cloudy-night,40,0
partly-cloudy-day,66,0
clear-day,53,0
clear-night,41,0
cloudy,73,0.001
partly-cloudy-night,73,0
clear-day,29,0
partly-cloudy-day,70,0
partly-cloudy-night,59,0
cloudy,55,0
cloudy,62,0
partly-cloudy-night,38,0
partly-cloudy-night,7,0
clear-day,36,0
clear-day,28,0
partly-cloudy-night,84,0
clear-night,47,0
partly-cloudy-day,75,0
clear-day,40,0
partly-cloudy-night,45,0
partly-cloudy-night,43,0
partly-cloudy-day,86,0
partly-cloudy-day,72,0
clear-day,67,0
clear-day,76,0
clear-day,72,0
partly-cloudy-day,79,0
clear-night,74,0
partly-cloudy-day,48,0
clear-night,42,0
rain,70,0.178
partly-cloudy-day,56,0
rain,44,0.0425
rain,45,0.0545
partly-cloudy-day,95,0
partly-cloudy-day,70,0
snow,31,0.0013
partly-cloudy-night,29,0
partly-cloudy-day,86,0
clear-night,32,0
clear-night,73,0
partly-cloudy-night,51,0
cloudy,55,0
partly-cloudy-day,79,0
partly-cloudy-night,51,0
clear-night,81,0
clear-day,44,0
clear-night,33,0
partly-cloudy-night,78,0
partly-cloudy-day,73,0
partly-cloudy-day,90,0
partly-cloudy-night,47,0
clear-night,39,0
clear-day,19,0
partly-cloudy-day,79,0
cloudy,68,0
cloudy,34,0.0093
clear-night,29,0
clear-night,30,0
partly-cloudy-day,50,0
partly-cloudy-day,29,0
clear-day,62,0
cloudy,44,0
partly-cloudy-night,58,0
partly-cloudy-night,44,0
clear-day,70,0
fog,26,0.0198
clear-day,32,0
clear-night,47,0
clear-night,80,0
cloudy,36,0
clear-night,50,0
cloudy,46,0.00040
cloudy,61,0
clear-night,49,0
partly-cloudy-night,60,0
clear-night,31,0
clear-night,79,0
clear-day,67,0
clear-day,48,0
cloudy,64,0
clear-day,62,0
partly-cloudy-night,74,0
rain,58,0.091
clear-day,48,0
partly-cloudy-day,56,0
clear-night,64,0
rain,55,0.0178
partly-cloudy-day,51,0
clear-day,42,0
partly-cloudy-day,33,0
clear-night,74,0
clear-night,86,0
clear-day,70,0
clear-night,29,0
cloudy,55,0
cloudy,55,0
rain,67,0.017
partly-cloudy-night,70,0
clear-night,29,0
clear-night,33,0
cloudy,73,0
clear-day,68,0
cloudy,54,0
clear-night,22,0
partly-cloudy-day,57,0
clear-night,60,0
cloudy,72,0
clear-night,22,0
cloudy,54,0.0098
partly-cloudy-day,69,0
cloudy,72,0
rain,49,0.0539
partly-cloudy-day,83,0
clear-day,24,0
rain,64,0.0127
partly-cloudy-night,69,0
clear-day,36,0
clear-day,38,0
clear-day,41,0
clear-night,47,0.00020
clear-night,35,0
clear-night,68,0
clear-night,32,0
partly-cloudy-day,89,0
clear-day,75,0
clear-night,41,0
cloudy,69,0
clear-day,37,0
partly-cloudy-day,75,0
cloudy,64,0.00050
cloudy,42,0
cloudy,43,0
rain,35,0.0117
partly-cloudy-night,13,0
clear-night,67,0
clear-night,77,0
clear-night,55,0
clear-night,55,0
clear-night,25,0
partly-cloudy-night,75,0
rain,59,0.0434
partly-cloudy-night,33,0
clear-night,17,0
rain,35,0.0076
cloudy,59,0.0018
partly-cloudy-day,87,0
cloudy,38,0
clear-night,28,0
partly-cloudy-day,43,0
clear-day,34,0
partly-cloudy-day,92,0
cloudy,70,0
clear-night,73,0
clear-day,42,0
partly-cloudy-day,89,0
cloudy,63,0
partly-cloudy-day,34,0
rain,74,0.434
partly-cloudy-day,38,0
partly-cloudy-night,66,0
partly-cloudy-night,37,0
partly-cloudy-day,30,0
cloudy,40,0.00060
clear-night,74,0
cloudy,46,0
partly-cloudy-day,58,0
cloudy,52,0
partly-cloudy-day,67,0
rain,42,0.0257
clear-night,50,0
partly-cloudy-day,80,0
cloudy,67,0
partly-cloudy-day,56,0
clear-day,31,0
rain,68,0.007
clear-night,59,0
clear-night,31,0
partly-cloudy-day,70,0
partly-cloudy-day,27,0
partly-cloudy-night,70,0
clear-night,70,0
partly-cloudy-day,33,0
rain,42,0.0013
partly-cloudy-day,83,0
cloudy,69,0
rain,64,0.1762
partly-cloudy-day,51,0
clear-night,46,0
clear-night,25,0
partly-cloudy-night,74,0
cloudy,46,0
cloudy,75,0
clear-night,44,0
partly-cloudy-day,78,0
cloudy,41,0.0102
cloudy,68,0
partly-cloudy-day,96,0
rain,50,0.0255
rain,34,0.0158
partly-cloudy-day,77,0
partly-cloudy-night,72,0
clear-night,16,0
snow,28,0.0086
partly-cloudy-day,43,0
clear-day,42,0
cloudy,53,0.0152
partly-cloudy-night,42,0
partly-cloudy-night,64,0
partly-cloudy-day,44,0
rain,37,0.0602
partly-cloudy-day,57,0
clear-night,41,0
partly-cloudy-day,73,0
clear-night,36,0
clear-day,54,0
partly-cloudy-day,67,0
partly-cloudy-night,60,0
cloudy,46,0
clear-day,15,0
cloudy,76,0
cloudy,31,0
partly-cloudy-night,76,0
cloudy,74,0
partly-cloudy-day,72,0
snow,31,0.0163
clear-day,85,0
partly-cloudy-day,65,0
cloudy,27,0
partly-cloudy-day,84,0
partly-cloudy-day,74,0
clear-night,28,0
clear-night,54,0
clear-night,72,0
partly-cloudy-day,70,0
clear-night,32,0
clear-night,40,0
partly-cloudy-day,65,0
clear-day,51,0
rain,33,0.0863
cloudy,55,0
clear-night,35,0
partly-cloudy-day,51,0
partly-cloudy-day,80,0
cloudy,57,0
clear-day,78,0
partly-cloudy-day,79,0
clear-night,46,0
partly-cloudy-night,43,0
partly-cloudy-day,46,0.0024
partly-cloudy-day,63,0
clear-day,52,0
cloudy,36,0.0128
partly-cloudy-day,82,0
clear-day,44,0
partly-cloudy-day,47,0
clear-day,57,0
clear-night,62,0
clear-day,46,0
rain,66,0.008
cloudy,48,0
clear-night,14,0
clear-day,77,0
rain,45,0.0215
rain,56,0.0567
cloudy,29,0
partly-cloudy-night,72,0
partly-cloudy-day,82,0
rain,61,0.2563
cloudy,54,0
partly-cloudy-day,77,0
rain,47,0.0882
clear-day,48,0
partly-cloudy-day,29,0
partly-cloudy-day,80,0
partly-cloudy-day,82,0
clear-day,31,0
partly-cloudy-day,81,0
partly-cloudy-day,86,0
cloudy,52,0
partly-cloudy-night,61,0
cloudy,49,0
partly-cloudy-day,75,0
clear-night,54,0
clear-night,43,0
partly-cloudy-night,64,0
clear-night,44,0
clear-day,27,0
partly-cloudy-night,70,0
partly-cloudy-day,48,0
partly-cloudy-day,76,0
clear-day,27,0
partly-cloudy-day,80,0
partly-cloudy-night,53,0
cloudy,69,0
clear-night,85,0
cloudy,60,0
clear-night,38,0
cloudy,69,0
clear-night,68,0
cloudy,51,0
cloudy,69,0
cloudy,35,0
partly-cloudy-day,81,0
clear-day,19,0
clear-night,70,0
partly-cloudy-day,74,0
cloudy,57,0.0044
partly-cloudy-night,71,0
clear-night,50,0
clear-day,48,0
cloudy,29,0.002
clear-night,28,0
partly-cloudy-day,62,0
clear-day,36,0
cloudy,29,0
partly-cloudy-day,57,0
cloudy,40,0
cloudy,68,0
partly-cloudy-night,55,0
clear-day,75,0
cloudy,35,0
clear-night,81,0
partly-cloudy-day,83,0
partly-cloudy-night,44,0
cloudy,57,0
partly-cloudy-day,61,0
partly-cloudy-night,26,0
clear-day,36,0
partly-cloudy-day,51,0
clear-day,55,0
partly-cloudy-day,80,0
partly-cloudy-night,41,0
partly-cloudy-night,33,0
clear-night,29,0
clear-day,82,0
clear-night,55,0
cloudy,60,0.0051
rain,47,0.049
partly-cloudy-night,68,0
partly-cloudy-night,31,0
partly-cloudy-day,70,0
rain,70,0.014
clear-night,33,0
partly-cloudy-day,37,0.0013
clear-night,72,0
rain,55,0.0138
cloudy,73,0
clear-night,72,0
rain,69,0.1017
clear-day,39,0
cloudy,64,0
partly-cloudy-night,49,0
clear-day,84,0
cloudy,71,0.002
partly-cloudy-day,43,0
clear-night,59,0
clear-day,39,0
clear-night,48,0
clear-night,21,0
partly-cloudy-day,68,0
partly-cloudy-day,43,0
partly-cloudy-day,75,0
partly-cloudy-day,88,0
clear-day,64,0
cloudy,31,0
rain,48,0.0758
cloudy,34,0
partly-cloudy-day,60,0
partly-cloudy-day,49,0
partly-cloudy-day,80,0
partly-cloudy-day,74,0.0012
partly-cloudy-day,70,0
clear-day,25,0
partly-cloudy-night,74,0
rain,49,0.0326
partly-cloudy-day,40,0
clear-night,69,0
clear-night,41,0
cloudy,65,0
clear-day,44,0
clear-day,82,0
clear-night,13,0
cloudy,73,0
clear-day,46,0
cloudy,40,0.0021
partly-cloudy-night,27,0
nan,nan,nan
rain,34,0.001
clear-night,33,0
clear-day,82,0
clear-night,63,0
clear-night,67,0
rain,61,0.0127
cloudy,44,0
cloudy,73,0
partly-cloudy-day,42,0
cloudy,48,0.0061
cloudy,44,0
cloudy,59,0
partly-cloudy-day,84,0
partly-cloudy-day,60,0
rain,56,0.0804
cloudy,54,0
partly-cloudy-night,59,0
clear-day,36,0
cloudy,66,0
partly-cloudy-day,44,0
rain,81,0.04
clear-day,27,0
clear-day,47,0
cloudy,54,0
clear-day,66,0
cloudy,68,0
cloudy,61,0
partly-cloudy-night,18,0
cloudy,37,0
partly-cloudy-day,59,0
clear-day,70,0
cloudy,54,0
cloudy,33,0
clear-day,72,0
partly-cloudy-day,80,0
partly-cloudy-day,47,0
clear-night,29,0
partly-cloudy-day,42,0.00030
clear-night,69,0
partly-cloudy-night,46,0
clear-day,68,0
clear-day,83,0
partly-cloudy-day,44,0
rain,54,0.1001
partly-cloudy-night,29,0
clear-night,37,0
cloudy,41,0
clear-night,42,0
clear-night,44,0
clear-night,41,0
partly-cloudy-night,36,0
partly-cloudy-day,72,0
partly-cloudy-night,59,0
partly-cloudy-day,58,0
partly-cloudy-day,86,0
rain,50,0.0476
partly-cloudy-day,66,0
clear-day,28,0
cloudy,49,0
cloudy,56,0
clear-night,79,0
clear-night,59,0
cloudy,58,0
cloudy,28,0
partly-cloudy-day,64,0
partly-cloudy-day,63,0
cloudy,58,0
clear-day,64,0
partly-cloudy-night,46,0
clear-night,28,0
partly-cloudy-night,32,0
cloudy,36,0.001
partly-cloudy-night,54,0
rain,74,0.048
partly-cloudy-night,46,0
partly-cloudy-night,64,0
clear-day,34,0
clear-day,30,0
rain,41,0.0205
cloudy,39,0
clear-day,21,0
rain,67,0.0291
cloudy,72,0
partly-cloudy-night,78,0
partly-cloudy-day,87,0
partly-cloudy-day,42,0
cloudy,55,0.0028
partly-cloudy-night,37,0
partly-cloudy-day,73,0
partly-cloudy-night,72,0
partly-cloudy-night,74,0
partly-cloudy-night,60,0
partly-cloudy-day,74,0
clear-night,43,0
clear-day,14,0
cloudy,65,0
partly-cloudy-day,83,0
clear-night,71,0
clear-night,25,0
partly-cloudy-night,30,0
cloudy,70,0.003
partly-cloudy-night,72,0
partly-cloudy-day,62,0
cloudy,54,0
clear-night,37,0
clear-day,72,0
partly-cloudy-night,44,0
partly-cloudy-night,57,0
cloudy,53,0
clear-night,33,0
clear-day,75,0
partly-cloudy-day,84,0
rain,74,0.006
partly-cloudy-day,79,0
clear-day,41,0
partly-cloudy-day,82,0
partly-cloudy-night,72,0
cloudy,46,0
partly-cloudy-night,66,0
partly-cloudy-night,24,0
cloudy,72,0
partly-cloudy-day,86,0
clear-night,80,0
partly-cloudy-night,63,0
rain,36,0.0125
cloudy,72,0.0102
clear-night,62,0
clear-night,20,0
clear-night,27,0
cloudy,65,0
rain,57,0.0217
partly-cloudy-day,38,0
clear-night,31,0
partly-cloudy-day,76,0
partly-cloudy-night,51,0
partly-cloudy-night,50,0
cloudy,74,0
cloudy,34,0
cloudy,70,0.0021
partly-cloudy-day,63,0
rain,53,0.0595
cloudy,46,0
partly-cloudy-night,66,0
partly-cloudy-night,38,0
partly-cloudy-day,78,0
clear-day,28,0
cloudy,41,0
rain,39,0.016
partly-cloudy-day,61,0
clear-day,35,0.00040
cloudy,56,0
clear-night,30,0
partly-cloudy-night,73,0
cloudy,44,0.0012
clear-day,56,0
partly-cloudy-day,81,0.048
partly-cloudy-night,60,0
clear-day,60,0
partly-cloudy-night,68,0
cloudy,53,0
partly-cloudy-day,50,0
cloudy,64,0.0127
rain,51,0.0089
partly-cloudy-day,44,0
cloudy,42,0.0145
clear-day,42,0
partly-cloudy-day,76,0
partly-cloudy-day,47,0
partly-cloudy-night,51,0
partly-cloudy-night,77,0
clear-night,67,0
partly-cloudy-night,33,0
clear-night,31,0
clear-day,73,0
partly-cloudy-day,74,0
cloudy,67,0
cloudy,47,0
clear-night,35,0
partly-cloudy-day,80,0
cloudy,34,0.0048
partly-cloudy-day,20,0
partly-cloudy-day,65,0
cloudy,61,0
partly-cloudy-day,63,0
rain,47,0.1691
partly-cloudy-day,76,0
partly-cloudy-day,71,0
rain,43,0.0188
cloudy,71,0
cloudy,49,0
clear-day,87,0
rain,33,0.004
rain,63,0.0098
partly-cloudy-night,42,0
clear-day,51,0
clear-night,76,0
clear-day,73,0
clear-night,38,0
partly-cloudy-day,71,0
partly-cloudy-day,64,0
clear-night,81,0
cloudy,55,0
cloudy,35,0.00070
clear-day,79,0
partly-cloudy-day,89,0
cloudy,55,0
clear-night,39,0.00030
partly-cloudy-night,37,0
partly-cloudy-day,75,0
clear-day,33,0
partly-cloudy-day,84,0
partly-cloudy-night,73,0
partly-cloudy-day,52,0
partly-cloudy-day,59,0
partly-cloudy-night,68,0
cloudy,62,0
partly-cloudy-night,37,0
partly-cloudy-night,36,0
rain,45,0.042
clear-night,32,0
clear-night,77,0
partly-cloudy-night,47,0
clear-night,57,0
clear-day,38,0
partly-cloudy-day,86,0
cloudy,59,0
partly-cloudy-night,46,0
cloudy,77,0.0505
cloudy,67,0
clear-night,72,0
clear-night,56,0
cloudy,31,0
clear-night,26,0
cloudy,47,0.00020
clear-night,30,0
clear-night,53,0
partly-cloudy-night,68,0
clear-night,74,0
clear-night,73,0
clear-night,52,0
clear-day,65,0
partly-cloudy-day,87,0
clear-night,48,0
cloudy,58,0
partly-cloudy-night,53,0
partly-cloudy-day,81,0
clear-night,65,0
partly-cloudy-day,43,0
clear-night,74,0
clear-day,23,0
cloudy,42,0.0041
partly-cloudy-night,60,0
cloudy,55,0.0036
rain,60,0.1394
partly-cloudy-night,79,0
clear-day,46,0
clear-day,39,0
partly-cloudy-night,69,0
partly-cloudy-day,42,0
rain,74,0.044
cloudy,58,0
rain,62,0.0634
partly-cloudy-day,90,0
partly-cloudy-night,52,0
partly-cloudy-night,57,0
cloudy,67,0
partly-cloudy-day,68,0
fog,51,0
partly-cloudy-night,15,0
clear-night,63,0
clear-night,43,0
clear-night,44,0
clear-night,47,0
partly-cloudy-day,71,0
clear-night,38,0
rain,70,0.059
clear-day,81,0
rain,54,0.1423
clear-night,30,0
partly-cloudy-night,71,0
clear-day,72,0
partly-cloudy-day,53,0
rain,36,0.045
clear-day,60,0
partly-cloudy-day,79,0
cloudy,61,0.0043
clear-night,52,0
partly-cloudy-night,69,0
partly-cloudy-night,81,0
rain,41,0.0356
clear-night,45,0
partly-cloudy-night,63,0
cloudy,38,0.007
cloudy,43,0
clear-night,28,0
cloudy,41,0
clear-day,66,0
cloudy,34,0
clear-day,61,0
cloudy,69,0
cloudy,37,0.0082
cloudy,37,0.00030
partly-cloudy-day,34,0
clear-night,35,0
partly-cloudy-day,65,0
clear-night,74,0
partly-cloudy-day,60,0
rain,40,0.0268
clear-night,46,0
clear-night,46,0
clear-day,81,0
partly-cloudy-night,57,0
clear-night,26,0
partly-cloudy-day,82,0
partly-cloudy-day,67,0
partly-cloudy-day,80,0
partly-cloudy-day,41,0
cloudy,53,0.00090
cloudy,43,0
cloudy,29,0
cloudy,44,0
partly-cloudy-night,40,0
partly-cloudy-day,64,0
cloudy,41,0.00020
clear-night,64,0
clear-night,27,0
rain,33,0.0271
clear-day,74,0
cloudy,39,0
clear-day,61,0
partly-cloudy-night,76,0
clear-night,11,0
partly-cloudy-night,60,0
cloudy,41,0.0021
partly-cloudy-day,84,0
clear-night,67,0
cloudy,49,0.00030
clear-day,57,0
partly-cloudy-day,69,0
